customer_ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Country,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,cluster
JE-15610,38332,CA-2014-119494,10-11-2014,14-11-2014,Standard Class,Jim Epp,Corporate,San Diego,California,United States,US,West,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",523.392,entre 3 y 4,0.2,52.3392,25.49,Medium,1
SF-20965,35324,CA-2014-139311,12-08-2014,14-08-2014,First Class,Sylvia Foulston,Corporate,Bedford,Texas,United States,US,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.584,entre 1 y 2,0.2,13.4386,25.46,High,1
CK-12760,40110,CA-2012-127754,26-07-2012,31-07-2012,Standard Class,Cyma Kinney,Corporate,Glendale,Arizona,United States,US,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,266.352,entre 3 y 4,0.2,13.3176,25.36,Medium,1
DC-12850,40426,CA-2013-130911,25-03-2013,27-03-2013,Second Class,Dan Campbell,Consumer,Cleveland,Ohio,United States,US,East,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,301.47,entre 3 y 4,0.5,-241.176,25.35,Medium,1
CC-12220,41290,CA-2014-119914,05-05-2014,10-05-2014,Second Class,Chris Cortes,Consumer,Westminster,California,United States,US,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",243.16,entre 1 y 2,0.0,72.948,25.33,Medium,1
MC-17575,32618,CA-2014-167703,04-02-2014,09-02-2014,Standard Class,Matt Collins,Consumer,Cincinnati,Ohio,United States,US,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552,entre 1 y 2,0.2,35.694,25.29,High,1
ND-18460,33295,CA-2011-131905,07-02-2011,10-02-2011,First Class,Neil Ducich,Corporate,Chesapeake,Virginia,United States,US,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,entre 1 y 2,0.0,42.0186,25.28,Medium,1
MV-17485,33559,CA-2014-122994,07-02-2014,10-02-2014,First Class,Mark Van Huff,Consumer,Arlington,Virginia,United States,US,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,entre 3 y 4,0.0,79.1934,25.28,High,1
AB-10015,40099,CA-2013-140935,11-11-2013,13-11-2013,First Class,Aaron Bergman,Consumer,Oklahoma City,Oklahoma,United States,US,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,entre 1 y 2,0.0,54.7136,25.27,High,1
TG-21640,36968,CA-2012-141012,09-06-2012,11-06-2012,Second Class,Trudy Glocke,Consumer,Pocatello,Idaho,United States,US,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,entre 3 y 4,0.2,8.7735,25.24,High,1
MG-17890,35896,CA-2012-146948,16-07-2012,20-07-2012,Standard Class,Michael Granlund,Home Office,Baltimore,Maryland,United States,US,East,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,entre 1 y 2,0.0,43.7842,25.23,High,1
AG-10330,37455,CA-2013-104150,04-08-2013,06-08-2013,Second Class,Alex Grayson,Consumer,Tulsa,Oklahoma,United States,US,Central,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28,entre 11 y 12,0.0,23.4192,25.22,Critical,1
SC-20380,39245,CA-2011-131009,01-03-2011,05-03-2011,Standard Class,Shahid Collister,Consumer,El Paso,Texas,United States,US,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,entre 5 y 6,0.3,0.0,25.22,Medium,1
WB-21850,38353,CA-2013-165330,12-12-2013,12-12-2013,Same Day,William Brown,Consumer,Anaheim,California,United States,US,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,entre 9 y 10,0.2,39.8736,25.21,Critical,1
TZ-21580,32279,CA-2011-163419,11-11-2011,14-11-2011,Second Class,Tracy Zic,Consumer,Louisville,Colorado,United States,US,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,entre 1 y 2,0.2,55.9984,25.16,Medium,1
SH-19975,41188,US-2013-115441,26-07-2013,29-07-2013,Second Class,Sally Hughsby,Corporate,Milwaukee,Wisconsin,United States,US,Central,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,124.25,entre 7 y 8,0.0,48.4575,25.06,Critical,1
BD-11620,34118,CA-2014-100202,01-01-2014,06-01-2014,Standard Class,Brian DeCherney,Consumer,Anaheim,California,United States,US,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,entre 3 y 4,0.2,22.6782,24.99,Medium,1
NP-18700,34897,CA-2014-138310,27-06-2014,01-07-2014,Standard Class,Nora Preis,Consumer,Denver,Colorado,United States,US,West,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,entre 9 y 10,0.2,64.7892,24.99,Medium,1
LP-17095,38762,CA-2013-103709,09-09-2013,16-09-2013,Standard Class,Liz Preis,Consumer,Visalia,California,United States,US,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,entre 1 y 2,0.0,65.435,24.99,Medium,1
AI-10855,34325,CA-2014-116855,18-12-2014,22-12-2014,Standard Class,Arianne Irving,Consumer,Chesapeake,Virginia,United States,US,South,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9,entre 5 y 6,0.0,80.784,24.98,Medium,1
LD-17005,34079,CA-2013-139878,12-11-2013,17-11-2013,Standard Class,Lisa DeCherney,Consumer,Detroit,Michigan,United States,US,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,entre 1 y 2,0.0,74.8142,24.97,Medium,1
YC-21895,36649,CA-2013-123932,07-09-2013,13-09-2013,Standard Class,Yoseph Carroll,Corporate,Dallas,Texas,United States,US,Central,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,entre 1 y 2,0.2,37.0782,24.97,Medium,1
XP-21865,40338,CA-2011-114335,28-09-2011,03-10-2011,Standard Class,Xylona Preis,Consumer,Hollywood,Florida,United States,US,South,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,entre 3 y 4,0.2,16.8544,24.95,Medium,1
SS-20140,38191,CA-2014-164756,19-09-2014,23-09-2014,Standard Class,Saphhira Shifley,Corporate,Columbus,Georgia,United States,US,South,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,411.98,entre 1 y 2,0.0,119.4742,24.94,Medium,1
SM-20320,33870,CA-2014-145128,10-07-2014,15-07-2014,Standard Class,Sean Miller,Home Office,Lafayette,Indiana,United States,US,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,entre 5 y 6,0.0,31.587,24.92,Medium,1
CA-12055,36998,CA-2013-125661,25-11-2013,27-11-2013,First Class,Cathy Armstrong,Home Office,Cleveland,Ohio,United States,US,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,139.96,entre 5 y 6,0.2,-22.7435,24.89,Medium,1
DK-12985,37521,CA-2014-140627,24-12-2014,28-12-2014,Standard Class,Darren Koutras,Consumer,Hendersonville,Tennessee,United States,US,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,218.352,entre 3 y 4,0.2,-54.588,24.86,High,1
HA-14905,37536,CA-2012-134075,12-12-2012,16-12-2012,Standard Class,Helen Abelman,Consumer,San Jose,California,United States,US,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,entre 1 y 2,0.0,93.6988,24.83,Medium,1
HA-14920,33460,CA-2013-154018,14-10-2013,20-10-2013,Standard Class,Helen Andreada,Consumer,Laredo,Texas,United States,US,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,entre 3 y 4,0.2,23.997,24.81,Low,1
CS-12175,38065,CA-2011-109302,12-08-2011,16-08-2011,Standard Class,Charles Sheldon,Corporate,Lakewood,New Jersey,United States,US,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",196.21,entre 7 y 8,0.0,98.105,24.81,High,1
SO-20335,34673,CA-2012-161718,04-12-2012,10-12-2012,Standard Class,Sean O'Donnell,Consumer,Hempstead,New York,United States,US,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,entre 1 y 2,0.1,68.3332,24.78,Medium,1
MB-17305,36214,CA-2014-163125,10-10-2014,12-10-2014,Second Class,Maria Bertelson,Consumer,League City,Texas,United States,US,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,entre 3 y 4,0.3,-32.6646,24.74,High,1
GM-14455,33639,US-2011-143231,31-12-2011,03-01-2012,First Class,Gary Mitchum,Home Office,Franklin,Massachusetts,United States,US,East,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97,entre 3 y 4,0.0,27.3528,24.7,Medium,1
RB-19330,35447,CA-2014-106068,24-10-2014,29-10-2014,Standard Class,Randy Bradley,Consumer,Austin,Texas,United States,US,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",259.136,entre 3 y 4,0.2,-58.3056,24.69,Medium,1
DB-13060,38012,CA-2014-107629,15-12-2014,15-12-2014,Same Day,Dave Brooks,Consumer,Skokie,Illinois,United States,US,Central,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,95.232,entre 5 y 6,0.2,24.9984,24.69,High,1
KC-16675,38296,CA-2014-123687,27-05-2014,30-05-2014,First Class,Kimberly Carter,Corporate,Louisville,Kentucky,United States,US,South,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,208.44,entre 3 y 4,0.0,62.532,24.69,High,1
BH-11710,34387,CA-2013-112123,04-03-2013,09-03-2013,Standard Class,Brosina Hoffman,Consumer,Newark,Delaware,United States,US,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,entre 7 y 8,0.0,219.4514,24.68,Medium,1
JK-15730,34796,CA-2013-108616,30-09-2013,04-10-2013,Standard Class,Joe Kamberova,Consumer,Mobile,Alabama,United States,US,South,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,209.97,entre 3 y 4,0.0,71.3898,24.68,High,1
CK-12205,36984,CA-2011-131541,28-07-2011,28-07-2011,Same Day,Chloris Kastensmidt,Consumer,Apopka,Florida,United States,US,South,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888,entre 5 y 6,0.2,12.9888,24.59,High,1
CA-11965,39447,CA-2011-167997,27-01-2011,30-01-2011,First Class,Carol Adams,Corporate,Rapid City,South Dakota,United States,US,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,entre 1 y 2,0.0,39.7488,24.59,High,1
MA-17560,38968,CA-2012-130974,27-11-2012,29-11-2012,Second Class,Matt Abelman,Home Office,Everett,Massachusetts,United States,US,East,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98,entre 1 y 2,0.0,32.4862,24.58,High,1
HW-14935,37718,CA-2013-140130,01-11-2013,06-11-2013,Standard Class,Helen Wasserman,Corporate,Tulsa,Oklahoma,United States,US,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,entre 3 y 4,0.0,9.9882,24.56,Medium,1
CP-12085,37918,US-2014-167402,14-01-2014,19-01-2014,Second Class,Cathy Prescott,Corporate,Springfield,Missouri,United States,US,Central,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",212.94,entre 3 y 4,0.0,53.235,24.55,Medium,1
MY-18295,39569,CA-2013-139549,21-10-2013,26-10-2013,Standard Class,Muhammed Yedwab,Corporate,El Cajon,California,United States,US,West,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,387.136,entre 3 y 4,0.2,4.8392,24.52,Medium,1
RC-19825,32606,CA-2013-141397,21-06-2013,22-06-2013,First Class,Roy Collins,Consumer,Pasadena,California,United States,US,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,entre 3 y 4,0.0,9.7164,24.51,Critical,1
BT-11440,38145,US-2013-163461,19-06-2013,22-06-2013,First Class,Bobby Trafton,Consumer,Frankfort,Illinois,United States,US,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,entre 1 y 2,0.2,26.9024,24.49,High,1
ON-18715,37898,CA-2011-154095,02-12-2011,07-12-2011,Standard Class,Odella Nelson,Corporate,Clinton,Maryland,United States,US,East,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",239.84,entre 7 y 8,0.0,64.7568,24.45,High,1
JR-16210,37417,CA-2014-143378,20-09-2014,26-09-2014,Standard Class,Justin Ritter,Corporate,Springfield,Oregon,United States,US,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,entre 7 y 8,0.2,61.3824,24.42,Medium,1
RF-19840,39222,CA-2013-125843,14-08-2013,17-08-2013,First Class,Roy Französisch,Consumer,Springfield,Virginia,United States,US,South,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,entre 7 y 8,0.0,51.8,24.42,Medium,1
LH-17155,33030,US-2013-131149,11-07-2013,15-07-2013,Standard Class,Logan Haushalter,Consumer,Dallas,Texas,United States,US,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,entre 3 y 4,0.2,17.352,24.4,High,1
KL-16645,31538,CA-2013-157749,05-06-2013,10-06-2013,Second Class,Ken Lonsdale,Consumer,Chicago,Illinois,United States,US,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.225,entre 5 y 6,0.5,-120.513,24.39,Medium,1
KN-16450,34093,CA-2011-154599,12-04-2011,17-04-2011,Standard Class,Kean Nguyen,Corporate,Redondo Beach,California,United States,US,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,entre 3 y 4,0.15,-18.147,24.38,Medium,1
BK-11260,36391,US-2011-140452,06-12-2011,10-12-2011,Standard Class,Berenike Kampe,Consumer,Chicago,Illinois,United States,US,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,214.95,entre 5 y 6,0.5,-120.372,24.38,High,1
DS-13180,31765,CA-2014-154907,01-04-2014,05-04-2014,Standard Class,David Smith,Corporate,Amarillo,Texas,United States,US,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,entre 1 y 2,0.32,-36.2352,24.37,High,1
JG-15310,36962,CA-2013-141957,22-07-2013,22-07-2013,Same Day,Jason Gross,Corporate,Newark,Ohio,United States,US,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,66.688,entre 1 y 2,0.2,4.168,24.37,Critical,1
DB-13210,34456,US-2013-162677,27-03-2013,28-03-2013,First Class,Dean Braden,Consumer,Jacksonville,North Carolina,United States,US,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,entre 3 y 4,0.2,-17.9964,24.35,High,1
LC-16930,33468,US-2014-137491,20-11-2014,26-11-2014,Standard Class,Linda Cazamias,Corporate,San Angelo,Texas,United States,US,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,entre 1 y 2,0.3,-8.7232,24.34,Low,1
SP-20650,39987,CA-2013-136770,15-08-2013,19-08-2013,Standard Class,Stephanie Phelps,Corporate,Akron,Ohio,United States,US,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,259.896,entre 1 y 2,0.4,-56.3108,24.34,Medium,1
SM-20320,33994,CA-2011-145317,18-03-2011,23-03-2011,Standard Class,Sean Miller,Home Office,Jacksonville,Florida,United States,US,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,entre 5 y 6,0.5,-1811.0784,24.29,Medium,1
PP-18955,34934,CA-2013-145177,11-11-2013,15-11-2013,Standard Class,Paul Prost,Home Office,Springfield,Ohio,United States,US,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,entre 3 y 4,0.2,29.302,24.22,Medium,1
TN-21040,38611,CA-2013-121377,29-05-2013,03-06-2013,Standard Class,Tanja Norvell,Home Office,Park Ridge,Illinois,United States,US,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,286.4,entre 1 y 2,0.2,25.06,24.22,Medium,1
IG-15085,39763,CA-2012-101000,09-04-2012,14-04-2012,Standard Class,Ivan Gibson,Consumer,Norwich,Connecticut,United States,US,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,entre 3 y 4,0.0,144.3546,24.22,Medium,1
JS-16030,37286,CA-2013-163776,20-07-2013,26-07-2013,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,United States,US,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,entre 5 y 6,0.0,126.225,24.18,Medium,1
TS-21505,39873,CA-2014-106747,04-07-2014,05-07-2014,First Class,Tony Sayre,Consumer,Concord,New Hampshire,United States,US,East,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,102.3,entre 1 y 2,0.0,26.598,24.14,High,1
DV-13465,36635,CA-2012-146486,09-11-2012,14-11-2012,Second Class,Dianna Vittorini,Consumer,Oceanside,New York,United States,US,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,244.55,entre 5 y 6,0.0,4.891,24.12,High,1
SF-20965,31922,CA-2012-138009,29-11-2012,03-12-2012,Standard Class,Sylvia Foulston,Corporate,Dearborn,Michigan,United States,US,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,entre 9 y 10,0.0,46.9278,24.08,High,1
EM-14140,34248,CA-2014-134915,13-11-2014,13-11-2014,Same Day,Eugene Moren,Home Office,Glendale,Arizona,United States,US,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,entre 1 y 2,0.2,9.9652,24.05,Medium,1
RH-19510,35077,CA-2011-149643,16-11-2011,20-11-2011,Standard Class,Rick Huthwaite,Home Office,Manhattan,Kansas,United States,US,Central,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,273.96,entre 1 y 2,0.0,10.9584,24.01,High,1
AI-10855,38990,CA-2011-102330,29-12-2011,03-01-2012,Standard Class,Arianne Irving,Consumer,Brentwood,California,United States,US,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,entre 3 y 4,0.2,35.9964,24.01,Medium,1
DS-13030,35757,US-2014-125717,29-09-2014,02-10-2014,First Class,Darrin Sayre,Home Office,Aurora,Colorado,United States,US,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,entre 1 y 2,0.2,-29.4368,23.97,Medium,1
AP-10915,34472,US-2014-132059,24-09-2014,30-09-2014,Standard Class,Arthur Prichep,Consumer,Fort Collins,Colorado,United States,US,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,entre 1 y 2,0.7,-240.784,23.96,Low,1
MO-17500,35600,CA-2013-121601,05-10-2013,05-10-2013,Same Day,Mary O'Rourke,Consumer,The Colony,Texas,United States,US,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752,entre 7 y 8,0.2,19.4194,23.93,Critical,1
SS-20140,38193,CA-2014-164756,19-09-2014,23-09-2014,Standard Class,Saphhira Shifley,Corporate,Columbus,Georgia,United States,US,South,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,244.55,entre 5 y 6,0.0,114.9385,23.89,Medium,1
MH-18115,39861,US-2014-108315,01-05-2014,05-05-2014,Standard Class,Mick Hernandez,Home Office,Sanford,Florida,United States,US,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.704,entre 5 y 6,0.2,-8.2764,23.89,High,1
AS-10045,40425,US-2014-147655,05-09-2014,06-09-2014,First Class,Aaron Smayling,Corporate,Redmond,Oregon,United States,US,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,entre 7 y 8,0.7,-58.716,23.88,High,1
KD-16495,40893,CA-2014-104619,25-01-2014,30-01-2014,Standard Class,Keith Dawkins,Corporate,San Jose,California,United States,US,West,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,entre 1 y 2,0.2,89.9548,23.86,Medium,1
SA-20830,32085,CA-2012-115938,26-06-2012,30-06-2012,Standard Class,Sue Ann Reed,Consumer,Richmond,Virginia,United States,US,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,entre 3 y 4,0.0,69.1008,23.84,High,1
CS-12490,34674,CA-2013-100671,02-11-2013,05-11-2013,First Class,Cindy Schnelling,Corporate,Conroe,Texas,United States,US,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,entre 9 y 10,0.2,6.9795,23.84,Critical,1
XP-21865,39653,CA-2013-163174,27-08-2013,31-08-2013,Standard Class,Xylona Preis,Consumer,Athens,Georgia,United States,US,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,entre 3 y 4,0.0,41.0388,23.84,High,1
CY-12745,36650,US-2013-101616,04-09-2013,07-09-2013,First Class,Craig Yedwab,Corporate,Monroe,Louisiana,United States,US,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,entre 7 y 8,0.0,41.0216,23.74,High,1
ZC-21910,38244,CA-2012-130365,25-04-2012,29-04-2012,Standard Class,Zuschuss Carroll,Consumer,Aurora,Illinois,United States,US,Central,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",221.024,entre 1 y 2,0.2,-55.256,23.73,High,1
JS-15685,39260,CA-2014-104864,19-11-2014,24-11-2014,Second Class,Jim Sink,Corporate,Miramar,Florida,United States,US,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",389.056,entre 3 y 4,0.2,48.632,23.72,Medium,1
DC-12850,39200,CA-2014-128363,14-08-2014,19-08-2014,Standard Class,Dan Campbell,Consumer,Memphis,Tennessee,United States,US,South,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,423.648,entre 1 y 2,0.2,47.6604,23.66,Medium,1
JE-15610,34416,CA-2012-121720,11-06-2012,12-06-2012,First Class,Jim Epp,Corporate,Lakeland,Florida,United States,US,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,entre 1 y 2,0.2,31.198,23.65,Medium,1
GM-14500,33321,US-2014-111241,21-08-2014,23-08-2014,Second Class,Gene McClure,Consumer,Fresno,California,United States,US,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,entre 5 y 6,0.2,77.714,23.63,Medium,1
CS-12355,38041,CA-2014-111269,17-06-2014,19-06-2014,Second Class,Christine Sundaresam,Consumer,Dublin,Ohio,United States,US,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,479.952,entre 5 y 6,0.2,107.9892,23.59,Medium,1
RF-19735,36322,US-2014-130953,30-07-2014,04-08-2014,Standard Class,Roland Fjeld,Consumer,Oklahoma City,Oklahoma,United States,US,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,461.97,entre 3 y 4,0.0,133.9713,23.54,Medium,1
JD-16150,34359,CA-2012-145184,27-11-2012,29-11-2012,First Class,Justin Deggeller,Corporate,Newark,Delaware,United States,US,East,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,83.97,entre 3 y 4,0.0,23.5116,23.46,Critical,1
RH-19600,38289,CA-2012-109386,08-11-2012,13-11-2012,Second Class,Rob Haberlin,Consumer,Hampton,Virginia,United States,US,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,entre 3 y 4,0.0,41.0388,23.46,Medium,1
EJ-13720,35092,US-2011-117163,28-01-2011,03-02-2011,Standard Class,Ed Jacobs,Consumer,San Diego,California,United States,US,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333.0,entre 3 y 4,0.2,-16.65,23.43,Medium,1
JF-15355,35165,CA-2012-132486,23-10-2012,27-10-2012,Second Class,Jay Fein,Consumer,San Diego,California,United States,US,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",240.784,entre 1 y 2,0.2,27.0882,23.43,High,1
GZ-14470,38006,CA-2012-123141,14-11-2012,19-11-2012,Standard Class,Gary Zandusky,Consumer,Rio Rancho,New Mexico,United States,US,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,entre 3 y 4,0.2,20.1558,23.43,Medium,1
RD-19720,39451,US-2014-143770,21-03-2014,25-03-2014,Standard Class,Roger Demir,Consumer,Middletown,Connecticut,United States,US,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,entre 1 y 2,0.0,38.08,23.43,High,1
SF-20065,39522,CA-2014-104136,02-11-2014,05-11-2014,Second Class,Sandra Flanagan,Consumer,Everett,Massachusetts,United States,US,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,189.7,entre 9 y 10,0.0,91.056,23.42,High,1
LW-17215,39359,CA-2013-132997,08-11-2013,10-11-2013,First Class,Luke Weiss,Consumer,Rochester,New York,United States,US,East,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,263.96,entre 3 y 4,0.0,71.2692,23.41,Medium,1
CP-12085,37342,CA-2012-113215,03-09-2012,08-09-2012,Standard Class,Cathy Prescott,Corporate,Tucson,Arizona,United States,US,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,entre 3 y 4,0.2,89.307,23.39,Medium,1
MC-17845,38622,US-2014-128447,11-11-2014,18-11-2014,Standard Class,Michael Chen,Consumer,Pasco,Washington,United States,US,West,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",400.8,entre 5 y 6,0.0,112.224,23.36,Medium,1
